,Tweet,Retweets,Favorites,Friends,Descriptions,Followers,User_A,Created At
88,#cc #climatechange RT @UNEP: RT @andersen_inger: Pleased to be in #Barbados at the regional launch of the… https://t.co/os4moccxKf,0,0,449,"A Toronto-based environmental scientist, educator and local economy enthuiast with a deep concern for the continued viability of a biologically diverse planet.",199,EcoManDan,2023-02-07 03:45:57
89,"RT @DogwoodAlliance: Greenwashing: don't be fooled by false eco-friendly claims! Climate change is a real issue, but let's not ignore the c…",2,0,635,"Humane Society of the United States District Leader - IL10. Acting for the voiceless - animals, children, and the environment.",232,ChristineHPado,2023-02-07 03:45:56
90,"RT @TheClimateers: Get ready to save the world on Redemption Island! Join the Climateers on a journey to fight climate change, explore uniq…",148,0,310,Never not believe in yourself. #Finance Goals. NFA,1,Trace_Rendall,2023-02-07 03:45:34
91,"RT @Sgtnewsnetwork: ⚠️ #HAARP being used to accelerate the #climateChange agenda, and humanity is paying for it. 
We need to all come toget…",306,0,2395,"Christian, married to a chef, old school liberal, vintage shop keeper, puggle owner and camping enthusiast.",175,LindaPi53479934,2023-02-07 03:44:44
92,"RT @IPBES: Wetlands are important for carbon sequestration &amp; their loss can release additional carbon.🌱

🌡 #ClimateChange is a major driver…",21,0,742,"Environnementaliste et passionné de la nature /
Créons un monde meilleur pour tous
giressenboola@gmail.com",247,BoolaGiress,2023-02-07 03:44:12
93,"RT @AllanMargolin: Are European cities equipped to face the consequences of #climatechange? asks @_MonicaPinna 

https://t.co/tjLPyGxEx4

@…",2,0,40742,We must continue to #Resist against the traitorous trump Republicans hell bent on destroying our democracy.  Gains needed in House/Senate '22 & '24 and beyond.,40860,pesterplarson3,2023-02-07 03:43:21
94,"RT @Sgtnewsnetwork: ⚠️ #HAARP being used to accelerate the #climateChange agenda, and humanity is paying for it. 
We need to all come toget…",306,0,1775,Trying to get around the censorship and trying to save the world from its own destruction..🤫{Not the REAL ALEX JONES} https://t.co/2BpDuoyHrP,1315,RealAJonez,2023-02-07 03:43:17
95,"RT @MikeHudema: Not all farms are small and cozy....

This is the true scale of how farm animals are raised in parts of the United States.…",610,0,4858,"“But words are things, and a small drop of ink, falling, like dew, upon a thought produces that which makes thousands, perhaps millions think.” Lord Byron",3130,aplebeianlife,2023-02-07 03:42:57
96,Lemme guess … #ClimateChange… https://t.co/Dmd3CfNWLk,0,0,400,"Canadian Constitutional Conservative, born in the West, student of history, lover of data, facts and freedom.",956,Kootenaybob0,2023-02-07 03:42:23
97,RT @rizzamae_ong: This is proof that the media will bombard us for 2 years with #ClimateChange and #GlobalWarming narrative similar to thei…,1,0,288,"Everything we hear is an opinion, not a fact.  Everything we see is perspective, not the truth.

(Marcus Aurelius) 152 A.D.",61,psychotronic77,2023-02-07 03:41:59
98,RT @atlatl125: Vegans go after Komodo dragons. They have no compassion for baby goats.  #vegan #ClimateScam #climatechange #globalwarming…,1,0,0,"Free thinker, not afraid to call out bullsh*t when I see it, MAGA!!, Patriot.",2610,climate_fact,2023-02-07 03:41:02
99,A very nice blog from @OliviaSerdeczny @manjeetdhakal @sneha_n_pandey on how 2023 is the year to shape how the… https://t.co/T6ryid4Gv9,0,0,4992,"Big #Coal, #Oil & #Gas are making $$$ at the expense of the rest of us #makepolluterspay #ClimateDamagesTax. On Gadigal and Wangal land in Warrane (Sydney).",4431,jar_climate,2023-02-07 03:40:54
100,"RT @PCarterClimate: EQUILIBRIUM WARMING COMMITMENT OVER 2.5°C
AEROSOL COOLING COMMITMENT 0.5°C.  IPCC AR6
IPCC AR6 WG1, C Ch Box 1.2 
Globa…",4,0,4965,"""The old world is dying, and the new world struggles to be born: now is the time of monsters.""
#GeneralStrike #GND/Degrowth",4662,LittleBirdSteph,2023-02-07 03:40:53
101,Vegans go after Komodo dragons. They have no compassion for baby goats.  #vegan #ClimateScam #climatechange… https://t.co/0BeAEAWLce,1,0,879,,12,atlatl125,2023-02-07 03:40:36
102,"RT @Sgtnewsnetwork: ⚠️ #HAARP being used to accelerate the #climateChange agenda, and humanity is paying for it. 
We need to all come toget…",306,0,915,Canadian who wants the government out of my life!,573,I_So_Late_4,2023-02-07 03:40:11
103,"RT @MikeHudema: Not all farms are small and cozy....

This is the true scale of how farm animals are raised in parts of the United States.…",610,0,5004,"It'sASlow-motion,years-in-the-making,far-reaching,well-funded&traitorousCoup:AShootTheMoonOperation.
BadAsThatIs,it'sJustBeASteppingStone4Putin:WatchOutWorld!",2422,laura__3_14,2023-02-07 03:39:04
104,Join the movement for #sustainableairtravel and support the use of hydrogen fuel cells in aviation #cleanflying… https://t.co/svXcTIwKce,0,0,6336,Trying to fight the existential threat of irreversible #ClimateBreakdown one video a time. One World with finite resources. Let's not spend it all at once.,10644,WapaatOrg,2023-02-07 03:39:03
105,"Reversing #deforestation is complicated; planting a tree is simple:
https://t.co/3OCbRVaKjx

#WeMeanToClean… https://t.co/5OiGIEw7m3",1,0,81,#WeMeanToClean | #CleanDelhi #SwachhBharat | #WasteManagement #Composting #HomeComposting | #Plantation #Afforestation | #Cleanup #CleanupDrive | #ClimateAction,2345,WeMeanToClean,2023-02-07 03:38:30
106,"RT @TheClimateers: Get ready to save the world on Redemption Island! Join the Climateers on a journey to fight climate change, explore uniq…",148,0,41,Try to create NFT's !!! $crypto  $eth $collector $ens $sol,4,KnnthRench,2023-02-07 03:38:18
107,like the sound of a cold wind https://t.co/cDntSHoD0K #ClimateChange #SaveTheWorld #ClimateAction #Homeless #bbcqt,1,0,1393,#ClimateChange #freemusic #acousticmusic #NowPlaying #followback #ClimateAction #GTTO #ToriesOut,8355,wildbluethistle,2023-02-07 03:38:11
108,"RT @MVPMNY: Today, UNSG @antonioguterres presented his priorities for 2023.  🇲🇻 PR @thilmeeza highlighted the urgent need to address #Clima…",4,0,193,Official Twitter Account of the Ministry of Foreign Affairs of the Republic of Maldives,50400,MoFAmv,2023-02-07 03:37:48
109,"Drought is responsible for declining crop production in state; the future is uncertain
Source:… https://t.co/RIhVuZPGbN",0,1,120,Remembering the most significant Climate Change events along the history 🔎🌳🌎,25,climateline,2023-02-07 03:36:50
110,"Europe Lacks Groundwater: Satellite Data Shows Sustained Severe Drought Across the Continent
Source:… https://t.co/OUsFSchddL",0,1,120,Remembering the most significant Climate Change events along the history 🔎🌳🌎,25,climateline,2023-02-07 03:36:50
111,"Justin Rose ends four-year drought with win at 2023 AT&amp;T Pebble Beach Pro-Am
Source: https://t.co/AOElmZDZO6 (… https://t.co/Eq1l3hDrMx",0,1,120,Remembering the most significant Climate Change events along the history 🔎🌳🌎,25,climateline,2023-02-07 03:36:49
112,"Supervisors to consider extending drought emergency. Are we still in one? - Times-Standard
Source:… https://t.co/An6WG2aFwv",0,1,120,Remembering the most significant Climate Change events along the history 🔎🌳🌎,25,climateline,2023-02-07 03:36:49
113,"Drought continues to pressure cattle industry - Brownfield Ag News
Source: https://t.co/Un0yIBSyor (… https://t.co/s5EbWYQ7Re",0,1,120,Remembering the most significant Climate Change events along the history 🔎🌳🌎,25,climateline,2023-02-07 03:36:49
114,"Drought, 2021 storm likely affected Texas trees hit hard by freeze - San Antonio Report
Source:… https://t.co/AhxSmvRb5T",0,1,120,Remembering the most significant Climate Change events along the history 🔎🌳🌎,25,climateline,2023-02-07 03:36:49
115,"Drought, plague and fire: What one Colorado forest is up against
Source: https://t.co/pRsqxLSFSS (… https://t.co/H4kbjNYn9R",0,1,120,Remembering the most significant Climate Change events along the history 🔎🌳🌎,25,climateline,2023-02-07 03:36:49
116,"Japan supports WHO to expand access to health for all in drought-affected communities in Somalia
Source:… https://t.co/BbJPtIAaYw",0,1,120,Remembering the most significant Climate Change events along the history 🔎🌳🌎,25,climateline,2023-02-07 03:36:48
117,"Justin Rose ends four-year drought with win at Pebble Beach Pro-Am - USA Today
Source: https://t.co/dGsYinsWv6 (… https://t.co/bPsUJaHtEu",0,0,120,Remembering the most significant Climate Change events along the history 🔎🌳🌎,25,climateline,2023-02-07 03:36:48
118,"Justin Rose wins at Pebble Beach to end 4-year drought | AP News
Source: https://t.co/68MthhSaNo (… https://t.co/wkey24iRCQ",0,0,120,Remembering the most significant Climate Change events along the history 🔎🌳🌎,25,climateline,2023-02-07 03:36:48
119,"Rose wins Pebble Beach Pro-Am to end four-year drought - RFI
Source: https://t.co/3tMSWc0XPk (… https://t.co/HgvAPz7T5P",0,0,120,Remembering the most significant Climate Change events along the history 🔎🌳🌎,25,climateline,2023-02-07 03:36:47
120,"The Colorado River drought crisis: How did this happen? Can it be fixed? - The Washington Post
Source:… https://t.co/F285gBjDHv",0,1,120,Remembering the most significant Climate Change events along the history 🔎🌳🌎,25,climateline,2023-02-07 03:36:47
121,"Justin Rose wins at Pebble Beach to end 4-year drought - ESPN
Source: https://t.co/lW977GmaU4 (… https://t.co/fBt2hzMVu9",0,0,120,Remembering the most significant Climate Change events along the history 🔎🌳🌎,25,climateline,2023-02-07 03:36:47
122,"RT @solarpunklitmag: 2023 Solarpunk Action Week
Earth Day to May Day
How will you help build utopia?
#Solarpunk #SolarpunkActionWeek #Earth…",7,0,499,Exploring the world of anarchist and anti-authoritarian ideas 🏴,1474,nonserviammedia,2023-02-07 03:36:24
123,RT @EPAresearch: Have you heard about the ARC-X system from @EPACommunities? It's designed to help local government officials anticipate an…,0,0,165,Landscape Architecture,121,josephm68340511,2023-02-07 03:36:08
124,"RT @MikeHudema: Not all farms are small and cozy....

This is the true scale of how farm animals are raised in parts of the United States.…",610,0,611,"going to stay with twitter as long as possible
@beatsie1@mstdn.ca  if all else fails.",321,Beatsie1,2023-02-07 03:35:49
125,"@PeterDClack You must realize that scientifically, you are spouting fake news, trying to make trends over millions… https://t.co/mQgAzWyxPu",0,1,1626,Phylogenetics | Biomechanics | Evolution | Fishes | Professor at UChicago | Field Museum Associate | Tweets are Yours,3950,mwestneat,2023-02-07 03:35:10
126,"Read AEIR 2023 here: https://t.co/0tmRPszZ1x

#regionalintegration #regionalcooperation #smartpolicies… https://t.co/sigGFOZOWk",0,0,1027,"Asia Regional Integration Center - 

We track Asian regional cooperation and integration.",766,ARIC_ADB,2023-02-07 03:35:02
127,Climate Change is real and is here. It won't wait for us to do the right thing #ClimateChange,0,0,70,This is a robot. This is to promote science to ensure #ClimateChange is taken seriously,40,RobotChange,2023-02-07 03:34:13
128,"RT @The_SARWatch: At this year’s Alternative Mining Indaba in Cape Town, SARW launches Women on Coal;  a documentary and report by women fr…",15,0,1511,"Political Economy, Natural Resource Governance with  @Aiel_infor - 👩‍🌾 farmer",1811,shonefarayi,2023-02-07 03:33:14
129,Some glaciers in Alaska are melting 100X faster than originally thought. (Now This) #ClimateChange #Environment https://t.co/vjnGVHbqLw,0,0,108676,@Expeflow helping IMEs and #Insurance firms automate their #Claims workflow. #ChangeAgent following #DigitalTransformation #InsurTech #BigData #IoT #IoTPL #IoTT,117868,jamesvgingerich,2023-02-07 03:33:00
130,RT @IFAD: The fight against #ClimateChange is a fight against poverty. https://t.co/raqsrfKZ9Z,38,0,8480,Int'l award-winning journo | @asiatimesonline Iran Reporter | @The_NewArab Contributor | @worldpressinst Fellow '22 | @CheveningFCDO Alum | @EastWestCenter Alum,7926,KZiabari,2023-02-07 03:32:34
131,"RT @DogwoodAlliance: Greenwashing: don't be fooled by false eco-friendly claims! Climate change is a real issue, but let's not ignore the c…",2,0,2795,"Travel.  LIVE in another country. Make new friends there.
With friends around the world we all live in a happier, more peaceful place.",1124,comments_007,2023-02-07 03:32:18
132,"RT @Belmont_Forum: Launching soon: Belmont Forum’s Collaborative Research Action will address the nexus of Climate, Environment, and Health…",15,0,5329,"ciencia, geography, geoscience, soils, tropical ecology, higher-ed, mentoring, equity, social justice, transforming workplace climate, (she/her) #Biogeofeminist",5670,emsaurios,2023-02-07 03:32:00
133,"RT @IT_Huawei: Wetlands are vulnerable to the effects of #climatechange. At Huawei, we are committed to delivering #green storage technolog…",4,0,134,A LONG TIME.,21,EsteemLuo,2023-02-07 03:31:18
134,"RT @DrCassyRose: .@GOPIFMaine has *3 great job opportunities* open right now, including my old position! Don't miss your chance to join thi…",1,0,3011,Stakeholder Engagement Manager @EquinorWindUS | @UkinBoston #mapoli @kclgeography & @ElliottschoolGW alum | Tweets are my own.,793,KristinKMA,2023-02-07 03:31:04
135,"RT @OrnithoAle: 📣 Our new article about 🇨🇴 #biodiversity is out!📣 

Our main findings:
1. Many actors and sectors govern #biodiversity via…",80,0,243,Amo a los gatos y en general a todos los animales.,238,JoeSerna,2023-02-07 03:30:43
136,"RT @AOSISFellowship: Meet @dichelaptuch from #Palau 🇵🇼-""It is incredibly vital for us, the youth of today in many small island states, to b…",17,0,98,🇵🇼• ♏,83,c_reichi,2023-02-07 03:29:55
137,".@GOPIFMaine has *3 great job opportunities* open right now, including my old position! Don't miss your chance to j… https://t.co/cl1mU4pdSy",1,2,485,"🏳️‍🌈 Geoscientist tackling climate change, soon to be @USClimate,  former @GOPIFMaine. Climate, geo, DEI, cats. She/her. Opinions are my own.",435,DrCassyRose,2023-02-07 03:29:52
138,"RT @ForumSEC: @ForumSEC has released the Pacific Security Outlook Report 2022 -2023, highlighting key regional security issues and trends.…",3,0,373,"@ClimateTrackerfellow @FNW19fellow, @Changemagdiinsider, @SolomonTimesOnline. Freelance Journalist and Reporter for @TavuliNews.  

Be Humble 📣",421,JeremyGwao,2023-02-07 03:29:39
139,RT @NOAAClimate: Know a 5th-12th grader? (or are one yourself?) Don't miss this @NOAAeducation opportunity to show how #ClimateChange impac…,8,0,266,Dedicated to accelerating the science and management of climate change refugia. Commissioned by the @USGS 's @NEClimateSci & @NW_CASC,182,RefugiaResearch,2023-02-07 03:29:19
140,"Severe weather, flooding threats loom for Texas to Ohio this week - AccuWeather
Source: https://t.co/PxpDYrl2m6 (… https://t.co/GJ9WVjwAvG",0,0,120,Remembering the most significant Climate Change events along the history 🔎🌳🌎,25,climateline,2023-02-07 03:29:18
141,"Life After People: Chicago River Floods ENTIRE City (Season 1) - YouTube
Source: https://t.co/TT89nAnrYs (… https://t.co/lFTKo7poLK",0,0,120,Remembering the most significant Climate Change events along the history 🔎🌳🌎,25,climateline,2023-02-07 03:29:18
142,"Maui firefighter dies days after he was swept into storm drain while responding to floods
Source:… https://t.co/WVyJWeUJfH",0,0,120,Remembering the most significant Climate Change events along the history 🔎🌳🌎,25,climateline,2023-02-07 03:29:18
143,"RT @NCSE: ""'The state of our oceans can measure the world's health,' a new study says -- and 'we need a doctor."""" Featuring comments from @…",13,0,492,“The environment is everything that isn’t me.” Albert Einstein,167,ESD_Pres_RMITve,2023-02-07 03:28:53
144,"Greenwashing: don't be fooled by false eco-friendly claims! Climate change is a real issue, but let's not ignore th… https://t.co/L0n6dfFhpH",2,4,4392,Follow us to protect Southern US forests & communities from destructive industrial logging.,8796,DogwoodAlliance,2023-02-07 03:28:10
145,"RT @LiamTheKelly: Surprise surprise.

'The 10 per cent most polluting people in society are responsible for almost half of the annual green…",2,0,2264,"Son of the African soil ✨ Pearl of Africa 👳
 Books 📖📚 Music 🎶🎼 Coffee ☕",3290,BravinOnditi,2023-02-07 03:27:54
146,"RT @Samsonprolific: Always a great opportunity to learn from legends in the industry. 

Dr. Samson Odedina - Commissioner of Agriculture, O…",1,0,1913,"#Élèveingénieur #Agronomie #ENSA #Environnementaliste #ecologiste #Agriculture #elevage #herbogeniste
#ESG #Otaku2.0",1519,MaissaNdiaye04,2023-02-07 03:27:35
147,The U.N. Secretary-General’s Searing Message for the Fossil-Fuel Industry https://t.co/SCbZvBdv3V #globalwarming… https://t.co/PDFdB1EXKU,0,0,685,Owner - https://t.co/hOXswgGKEP 24/7 CULTURE #antiMAGA #bluewave #democracy #polls #trends #civilrights #elections #ukraine #climateNOW #globalwarming #Jewish #BLM #metoo,925,2023Culture,2023-02-07 03:27:11
148,RT @kylepowyswhyte: Interested in #climatejustice and #climatechange action for Indigenous peoples- highly recommended! @aihec is recruitin…,44,0,1162,"🇳🇬|🇬🇧 she/they. policying, storying, and building community at the intersection of art, climate, & environment @enviroincolour @savingbankhead 🌍",1261,omoecology,2023-02-07 03:26:17
149,"RT @ifrc: Rangpur, Bangladesh is feeling the heat of #ClimateChange. As families battle floods &amp; river erosion, one family had to start ove…",6,0,7208,"Planning, Monitoring, Evaluation & Reporting and Accountability & Learning (#PMER&AL) and Communications. Views are mine. Email:taslimreza1982@gmail.com",7463,Taslim_Reza1,2023-02-07 03:26:00
150,"RT @Sgtnewsnetwork: ⚠️ #HAARP being used to accelerate the #climateChange agenda, and humanity is paying for it. 
We need to all come toget…",306,0,168,,17,SarahFaye0963,2023-02-07 03:25:55
151,"RT @kangaroosalive: Australia's biodiversity at breaking point – a picture essay. Sad story with incredible photos 

#kangaroos #climatecha…",0,0,1137,"Animal lover, animal advocate, wildlife enthusiast. 
#BanHorseCarriagesNYC.",615,MauriceGrefe,2023-02-07 03:25:54
152,"Always a great opportunity to learn from legends in the industry. 

Dr. Samson Odedina - Commissioner of Agricultur… https://t.co/vufyuafVfv",1,6,1953,"Food production should not be seasonal because hunger is not / If food is a right, Hunger is a crime / @sfarmlab /www.sfarmlab.com 

09014865033 office line",18512,Samsonprolific,2023-02-07 03:25:20
153,Feed the seeds your sow https://t.co/cDntSHoD0K #ClimateChange #SaveTheWorld #ClimateAction #Poverty #beats,0,0,1393,#ClimateChange #freemusic #acousticmusic #NowPlaying #followback #ClimateAction #GTTO #ToriesOut,8355,wildbluethistle,2023-02-07 03:25:20
